"RESOURCE ID","RESOURCE NAME","RESOURCE PMAX MW","RESOURCEBID_SEQ","seq_max_mw","rank","n_matches","mean_pct_err","score","confidence"
"OTMESA_2_PL1X3","OTAY MESA ENERGY CENTER",603.68,304325,585,1,6,0.00486347743983249,5.970819135361,0.000580939593054497
"OTMESA_2_PL1X3","OTAY MESA ENERGY CENTER",603.68,172074,586,2,6,0.00544159164628235,5.96735045012231,NA
"OTMESA_2_PL1X3","OTAY MESA ENERGY CENTER",603.68,445404,580,3,6,0.00597521026798349,5.9641487383921,NA
"OTMESA_2_PL1X3","OTAY MESA ENERGY CENTER",603.68,588184,588.21,4,6,0.0080953820142577,5.95142770791445,NA
"OTMESA_2_PL1X3","OTAY MESA ENERGY CENTER",603.68,114630,597.05,5,6,0.023245690878449,5.86052585472931,NA
"OXMTN_6_LNDFIL","Ox Mountain Landfill Generating Plant",10.62,153153,10,1,2,0.025233918128655,1.94953216374269,1
"PACLUM_6_UNIT","Humboldt Redwood",28.8,198465,28,1,9,0.0404040404040404,8.63636363636364,0.092421052631579
"PACLUM_6_UNIT","Humboldt Redwood",28.8,620521,30,2,8,0.0202272727272727,7.83818181818182,NA
"PACLUM_6_UNIT","Humboldt Redwood",28.8,455287,28,3,5,0.00727272727272725,4.96363636363636,NA
"PACLUM_6_UNIT","Humboldt Redwood",28.8,805057,28.91,4,4,0.015,3.94,NA
"PACLUM_6_UNIT","Humboldt Redwood",28.8,975528,26,5,4,0.0306098964326812,3.87756041426928,NA
"PALA_6_PGCBT1","Pala Gomez Creek BESS",10,385155,9.5,1,8,0.0138062169312169,7.88955026455027,0.253499874256015
"PALA_6_PGCBT1","Pala Gomez Creek BESS",10,143302,9.5,2,6,0.0184082892416225,5.88955026455027,NA
"PALA_6_PGCBT1","Pala Gomez Creek BESS",10,193527,9.5,3,6,0.0184082892416225,5.88955026455027,NA
"PALA_6_PGCBT1","Pala Gomez Creek BESS",10,566935,10,4,6,0.0223565722585331,5.8658605664488,NA
"PALA_6_PGCBT1","Pala Gomez Creek BESS",10,834639,9.45,5,5,0.0166666666666668,4.91666666666667,NA
"PALOMR_2_PL1X3","Palomar Energy Center",588.21,844371,551.7,1,8,0.0311560963102051,7.75075122951836,0.00636621877061516
"PALOMR_2_PL1X3","Palomar Energy Center",588.21,140969,555,2,8,0.0373239685556711,7.70140825155463,NA
"PALOMR_2_PL1X3","Palomar Energy Center",588.21,435045,555,3,8,0.0373239685556711,7.70140825155463,NA
"PALOMR_2_PL1X3","Palomar Energy Center",588.21,129733,550,4,3,0.0206436763335683,2.9380689709993,NA
"PARDEB_6_UNITS","Pardee Power House",30,183275,30,1,5,0.0189113300492611,4.90544334975369,0.592289655103158
"PARDEB_6_UNITS","Pardee Power House",30,171240,27,2,2,0,2,NA
"PARDEB_6_UNITS","Pardee Power House",30,784129,32.5,3,2,0,2,NA
"PARDEB_6_UNITS","Pardee Power House",30,620521,30,4,2,0.00575000000000001,1.9885,NA
"PARDSE_6_PESBT1","Paradise Energy Storage",10,347450,9.45,1,5,0.039440353460972,4.80279823269514,0.194858742802688
"PARDSE_6_PESBT1","Paradise Energy Storage",10,916013,10,2,4,0.0332672482157018,3.86693100713719,NA
"PARDSE_6_PESBT1","Paradise Energy Storage",10,492010,10,3,3,0.0185714285714286,2.94428571428571,NA
"PARDSE_6_PESBT1","Paradise Energy Storage",10,284463,10,4,3,0.0244566544566544,2.92663003663004,NA
"PARDSE_6_PESBT1","Paradise Energy Storage",10,279660,9.5,5,3,0.0261904761904762,2.92142857142857,NA
"PINFLT_7_UNITS","PINE FLAT HYDRO AGGREGATE",198.51,122732,210,1,2,0.0213333333333333,1.95733333333333,0.0160460187708144
"PINFLT_7_UNITS","PINE FLAT HYDRO AGGREGATE",198.51,358008,189,2,2,0.037037037037037,1.92592592592593,NA
"PIT1_7_UNIT 1","PIT PH 1 UNIT 1",32,687240,32,1,7,0.00781990521327015,6.94526066350711,0.00617395274326593
"PIT1_7_UNIT 1","PIT PH 1 UNIT 1",32,823532,32,2,7,0.0139455782312925,6.90238095238095,NA
"PIT1_7_UNIT 1","PIT PH 1 UNIT 1",32,654478,30,3,5,0.0284170616113744,4.85791469194313,NA
"PIT1_7_UNIT 1","PIT PH 1 UNIT 1",32,805057,28.91,4,3,0.0139293112236598,2.95821206632902,NA
"PIT1_7_UNIT 1","PIT PH 1 UNIT 1",32,984603,29,5,3,0.0174168651214701,2.94774940463559,NA
"PIT1_7_UNIT 2","PIT PH 1 UNIT 2",32,687240,32,1,5,0.01,4.95,0
"PIT1_7_UNIT 2","PIT PH 1 UNIT 2",32,823532,32,2,5,0.01,4.95,NA
"PIT1_7_UNIT 2","PIT PH 1 UNIT 2",32,654478,30,3,5,0.0274045302830536,4.86297734858473,NA
"PIT1_7_UNIT 2","PIT PH 1 UNIT 2",32,805057,28.91,4,4,0.0168755548463163,3.93249778061473,NA
"PIT1_7_UNIT 2","PIT PH 1 UNIT 2",32,984603,29,5,3,0.0316670428044836,2.90499887158655,NA
"PIT3_7_PL1X3","PIT PH 3 UNITS 1, 2 & 3 AGGREGATE",70.6,428176,70,1,16,0.0196492240188822,15.6856124156979,0.195992857411574
"PIT3_7_PL1X3","PIT PH 3 UNITS 1, 2 & 3 AGGREGATE",70.6,751688,66,2,13,0.029896583223478,12.6113444180948,NA
"PIT3_7_PL1X3","PIT PH 3 UNITS 1, 2 & 3 AGGREGATE",70.6,234172,74,3,10,0.0265724625931065,9.73427537406893,NA
"PIT3_7_PL1X3","PIT PH 3 UNITS 1, 2 & 3 AGGREGATE",70.6,204333,72,4,9,0.0177667685431661,8.8400990831115,NA
"PIT3_7_PL1X3","PIT PH 3 UNITS 1, 2 & 3 AGGREGATE",70.6,529747,75,5,8,0.0267425672745213,7.78605946180383,NA
"PIT4_7_PL1X2","PIT PH 4 UNITS 1 & 2 AGGREGATE",95,131041,93,1,4,0.0204720744680851,3.91811170212766,0.250148994372832
"PIT4_7_PL1X2","PIT PH 4 UNITS 1 & 2 AGGREGATE",95,173313,100,2,3,0.0206666666666667,2.938,NA
"PIT4_7_PL1X2","PIT PH 4 UNITS 1 & 2 AGGREGATE",95,199925,100,3,3,0.0231666666666667,2.9305,NA
"PIT4_7_PL1X2","PIT PH 4 UNITS 1 & 2 AGGREGATE",95,189054,95.62,4,2,0.0244736842105264,1.95105263157895,NA
"PIT4_7_PL1X2","PIT PH 4 UNITS 1 & 2 AGGREGATE",95,849325,102.56,5,2,0.0350759109311741,1.92984817813765,NA
"PIT5_7_PL1X2","PIT PH 5 UNITS 1 & 2 AGGREGATE",82,130239,82,1,7,0.00873230954531768,6.93887383318278,0.441200529421975
"PIT5_7_PL1X2","PIT PH 5 UNITS 1 & 2 AGGREGATE",82,234172,74,2,4,0.030640243902439,3.87743902439024,NA
"PIT5_7_PL1X2","PIT PH 5 UNITS 1 & 2 AGGREGATE",82,131086,80,3,2,0.00817073170731709,1.98365853658537,NA
"PIT5_7_PL1X2","PIT PH 5 UNITS 1 & 2 AGGREGATE",82,142584,82,4,2,0.0121951219512195,1.97560975609756,NA
"PIT5_7_PL1X2","PIT PH 5 UNITS 1 & 2 AGGREGATE",82,798391,75,5,2,0.024390243902439,1.95121951219512,NA
"PIT5_7_PL3X4","PIT PH 5 UNITS 3 & 4 AGGREGATE",82,142584,82,1,10,0.01225534477567,9.8774465522433,0.108189567692173
"PIT5_7_PL3X4","PIT PH 5 UNITS 3 & 4 AGGREGATE",82,234172,74,2,9,0.0212433466829383,8.80880987985356,NA
"PIT5_7_PL3X4","PIT PH 5 UNITS 3 & 4 AGGREGATE",82,321061,74.66,3,7,0.0275628383265598,6.80706013171408,NA
"PIT5_7_PL3X4","PIT PH 5 UNITS 3 & 4 AGGREGATE",82,131086,80,4,6,0.0146485129227614,5.91210892246343,NA
"PIT5_7_PL3X4","PIT PH 5 UNITS 3 & 4 AGGREGATE",82,671897,78,5,5,0.0239838042936455,4.88008097853177,NA
"PIT6_7_UNIT 2","PIT PH 6 UNIT 2",40,988619,36.56,1,2,0.0109401468097116,1.97811970638058,1
"PIT7_7_UNIT 2","PIT PH 7 UNIT 2",54.6,806870,55,1,2,0.0287600188590298,1.94247996228194,1
"PNCHEG_2_PL1X4","PANOCHE ENERGY CENTER (Aggregated)",417,879947,404,1,2,0,2,0.00742574257425743
"PNCHEG_2_PL1X4","PANOCHE ENERGY CENTER (Aggregated)",417,160605,407,2,2,0.00742574257425743,1.98514851485149,NA
"PNCHEG_2_PL1X4","PANOCHE ENERGY CENTER (Aggregated)",417,944410,407,3,2,0.00742574257425743,1.98514851485149,NA
"PNCHEG_2_PL1X4","PANOCHE ENERGY CENTER (Aggregated)",417,123833,417,4,2,0.0321782178217822,1.93564356435644,NA
"PNCHEG_2_PL1X4","PANOCHE ENERGY CENTER (Aggregated)",417,129058,422,5,2,0.0445544554455446,1.91089108910891,NA
"POEPH_7_UNIT 1","POE HYDRO UNIT 1",68,104756,63,1,4,0.0260504788947903,3.89579808442084,0
"POEPH_7_UNIT 1","POE HYDRO UNIT 1",68,118774,63,2,4,0.0260504788947903,3.89579808442084,NA
"POEPH_7_UNIT 1","POE HYDRO UNIT 1",68,127688,63,3,4,0.0260504788947903,3.89579808442084,NA
"POEPH_7_UNIT 1","POE HYDRO UNIT 1",68,206601,63,4,4,0.0260504788947903,3.89579808442084,NA
"POEPH_7_UNIT 1","POE HYDRO UNIT 1",68,690855,63,5,4,0.0260504788947903,3.89579808442084,NA
"POEPH_7_UNIT 2","POE HYDRO UNIT 2",68.5,650623,64.8,1,5,0.0366500174662052,4.81674991266897,0.00285561521302902
"POEPH_7_UNIT 2","POE HYDRO UNIT 2",68.5,956532,65.08,2,5,0.0394009743318,4.802995128341,NA
"POEPH_7_UNIT 2","POE HYDRO UNIT 2",68.5,104756,63,3,4,0.0105487237116712,3.95780510515331,NA
"POEPH_7_UNIT 2","POE HYDRO UNIT 2",68.5,118774,63,4,4,0.0105487237116712,3.95780510515331,NA
"POEPH_7_UNIT 2","POE HYDRO UNIT 2",68.5,127688,63,5,4,0.0105487237116712,3.95780510515331,NA
"POLRIS_2_ASRSR1","Antelope Solar 2 Raceway",125,828735,126.81,1,3,0.0217390956382553,2.93478271308523,0.329396367031848
"POLRIS_2_ASRSR1","Antelope Solar 2 Raceway",125,195275,127.6,2,2,0.0159620253164557,1.96807594936709,NA
"POLRIS_2_ASRSR1","Antelope Solar 2 Raceway",125,108072,120,3,2,0.0217183673469387,1.95656326530612,NA
"PVERDE_5_SCEDYN","PVERDE_5_SCEDYN",635,101489,635,1,18,0.0154666947178763,17.7215994950782,0.0590744378912258
"PVERDE_5_SCEDYN","PVERDE_5_SCEDYN",635,123314,603.68,2,17,0.0191349431545263,16.674705966373,NA
"PVERDE_5_SCEDYN","PVERDE_5_SCEDYN",635,552587,615.18,3,16,0.0158571473326321,15.7462856426779,NA
"PVERDE_5_SCEDYN","PVERDE_5_SCEDYN",635,114630,597.05,4,16,0.0230492992836872,15.631211211461,NA
"PVERDE_5_SCEDYN","PVERDE_5_SCEDYN",635,588184,588.21,5,14,0.0272886441389065,13.6179589820553,NA
"RCKCRK_7_UNIT 1","ROCK CREEK HYDRO UNIT 1",57,123566,51.91,1,3,0.00854866912764713,2.97435399261706,0.00627082108563581
"RCKCRK_7_UNIT 1","ROCK CREEK HYDRO UNIT 1",57,774713,52.23,2,3,0.0147658830386633,2.95570235088401,NA
"RCKCRK_7_UNIT 1","ROCK CREEK HYDRO UNIT 1",57,594888,52.3,3,3,0.016125898581698,2.95162230425491,NA
"RCKCRK_7_UNIT 1","ROCK CREEK HYDRO UNIT 1",57,469196,55,4,3,0.016903050320575,2.94929084903827,NA
"RCKCRK_7_UNIT 1","ROCK CREEK HYDRO UNIT 1",57,261590,52.4,5,3,0.0180687779288906,2.94579366621333,NA
"ROMOLA_5_MPBBT1","Menifee Power Bank",230,122732,210,1,2,0.0358981288037061,1.92820374239259,0.00214037435705738
"ROMOLA_5_MPBBT1","Menifee Power Bank",230,263628,208.96,2,2,0.0379616677264057,1.92407666454719,NA
"ROMOLA_5_MPBBT1","Menifee Power Bank",230,238485,210,3,2,0.0381506040512308,1.92369879189754,NA
"ROSMDW_2_WIND1","Pacific Wind - Phase 1",140,780584,130,1,3,0.0207224230435953,2.93783273086921,0.0024124916391387
"ROSMDW_2_WIND1","Pacific Wind - Phase 1",140,805736,152,2,3,0.0230849220103986,2.9307452339688,NA
"ROSMDW_2_WIND1","Pacific Wind - Phase 1",140,170587,133,3,3,0.0385996985150261,2.88420090445492,NA
"ROSMDW_2_WIND1","Pacific Wind - Phase 1",140,405491,133,4,3,0.039503886162695,2.88148834151192,NA
"ROSMDW_2_WIND1","Pacific Wind - Phase 1",140,196895,150,5,2,0.0155393053016454,1.96892138939671,NA
"RTEDDY_2_SOLAR1","Rosamond West Solar 1",54,114138,49,1,3,0.0192477876106194,2.94225663716814,0.0006767426122265
"RTEDDY_2_SOLAR1","Rosamond West Solar 1",54,628885,49,2,3,0.0199115044247787,2.94026548672566,NA
"RTEDDY_2_SOLAR1","Rosamond West Solar 1",54,106763,52.73,3,3,0.0398230088495575,2.88053097345133,NA
"RTEDDY_2_SOLAR1","Rosamond West Solar 1",54,893185,50,4,2,0.00984513274336284,1.98030973451327,NA
"RTEDDY_2_SOLAR1","Rosamond West Solar 1",54,997249,50.5,5,2,0.0348451327433627,1.93030973451327,NA
"RUSCTY_2_UNITS","Russell City Energy Center",615.18,140969,555,1,3,0.0192372080818839,2.94228837575435,0
"RUSCTY_2_UNITS","Russell City Energy Center",615.18,435045,555,2,3,0.0192372080818839,2.94228837575435,NA
"RUSCTY_2_UNITS","Russell City Energy Center",615.18,172074,586,3,3,0.0250956795134606,2.92471296145962,NA
"RUSSELL_2_SOLANO1","Solano Renewables 1",229.98,238485,210,1,12,0.0176675980471438,11.7879888234343,0.076832661323995
"RUSSELL_2_SOLANO1","Solano Renewables 1",229.98,263628,208.96,2,11,0.0107012481388809,10.8822862704723,NA
"RUSSELL_2_SOLANO1","Solano Renewables 1",229.98,492855,240,3,6,0.0278263191251399,5.83304208524916,NA
"RUSSELL_2_SOLANO1","Solano Renewables 1",229.98,122732,210,4,5,0.010565604364054,4.94717197817973,NA
"RUSSELL_2_SOLANO1","Solano Renewables 1",229.98,107681,223.6,5,5,0.0231646741854447,4.88417662907278,NA
"RVRVEW_1_UNITA1","Riverview Energy Center (GP Antioch)",48.7,376200,47.6,1,2,0,2,0.00210084033613445
"RVRVEW_1_UNITA1","Riverview Energy Center (GP Antioch)",48.7,426166,47.7,2,2,0.00210084033613448,1.99579831932773,NA
"RVRVEW_1_UNITA1","Riverview Energy Center (GP Antioch)",48.7,912055,47.5,3,2,0.00210084033613448,1.99579831932773,NA
"RVRVEW_1_UNITA1","Riverview Energy Center (GP Antioch)",48.7,702721,47.72,4,2,0.00252100840336129,1.99495798319328,NA
"RVRVEW_1_UNITA1","Riverview Energy Center (GP Antioch)",48.7,517145,47.75,5,2,0.00315126050420165,1.9936974789916,NA
"SALTSP_7_UNITS","SALT SPRINGS HYDRO AGGREGATE",46,729047,50,1,6,0,6,0.505147058823529
"SALTSP_7_UNITS","SALT SPRINGS HYDRO AGGREGATE",46,148758,50,2,3,0.0102941176470588,2.96911764705882,NA
"SALTSP_7_UNITS","SALT SPRINGS HYDRO AGGREGATE",46,628632,50.43,3,2,0.0205882352941176,1.95882352941176,NA
"SALTSP_7_UNITS","SALT SPRINGS HYDRO AGGREGATE",46,444308,49,4,2,0.0294117647058824,1.94117647058824,NA
"SALTSP_7_UNITS","SALT SPRINGS HYDRO AGGREGATE",46,973878,50,5,2,0.0297058823529412,1.94058823529412,NA
"SANBRN_2_EESSB2","Edsan 2 Edwards Sanborn E1B",166,111549,150,1,3,0.0326340326340326,2.9020979020979,1
"SANDLT_2_SUNITS","Mojave Solar",275,201021,276,1,3,0.0146666666666667,2.956,0.012227826300898
"SANDLT_2_SUNITS","Mojave Solar",275,289323,250,2,3,0.0267151515151515,2.91985454545455,NA
"SANDLT_2_SUNITS","Mojave Solar",275,319098,250,3,2,0.0158181818181819,1.96836363636364,NA
"SANDLT_2_SUNITS","Mojave Solar",275,360573,250,4,2,0.0198909090909091,1.96021818181818,NA
"SANDLT_2_SUNITS","Mojave Solar",275,106181,265,5,2,0.0251636363636364,1.94967272727273,NA
"SBERDO_2_PSP3","Mountainview Gen Sta. Unit 3",555,111727,510,1,6,0.0304008609093355,5.81759483454399,0
"SBERDO_2_PSP3","Mountainview Gen Sta. Unit 3",555,200912,510,2,6,0.0304008609093355,5.81759483454399,NA
"SBERDO_2_PSP3","Mountainview Gen Sta. Unit 3",555,844371,551.7,3,2,0.0210369799691834,1.95792604006163,NA
"SBERDO_2_PSP3","Mountainview Gen Sta. Unit 3",555,140969,555,4,2,0.0271443246019517,1.9457113507961,NA
"SBERDO_2_PSP3","Mountainview Gen Sta. Unit 3",555,435045,555,5,2,0.0271443246019517,1.9457113507961,NA
"SBERDO_2_PSP4","Mountainview Gen Sta. Unit 4",555,111727,510,1,5,0.0285714285714286,4.85714285714286,0
"SBERDO_2_PSP4","Mountainview Gen Sta. Unit 4",555,200912,510,2,5,0.0285714285714286,4.85714285714286,NA
"SISPRG_2_DS3BT1","Daggett Solar 3 a BESS",61.5,352614,61.5,1,2,0,2,0.0189666448659254
"SISPRG_2_DS3BT1","Daggett Solar 3 a BESS",61.5,140316,60,2,2,0.0189666448659254,1.96206671026815,NA
"SISPRG_2_DS3BT1","Daggett Solar 3 a BESS",61.5,236353,60,3,2,0.027141922825376,1.94571615434925,NA
"SISPRG_2_DS3BT1","Daggett Solar 3 a BESS",61.5,104756,63,4,2,0.0300850228907783,1.93982995421844,NA
"SISPRG_2_DS3BT1","Daggett Solar 3 a BESS",61.5,118774,63,5,2,0.0300850228907783,1.93982995421844,NA
"SISPRG_2_DS3BT2","Daggett Solar 3 b BESS",60,131816,58,1,12,0.0170857328583764,11.7949712056995,0.0108187380542946
"SISPRG_2_DS3BT2","Daggett Solar 3 b BESS",60,145917,57,2,12,0.0277196248444106,11.6673645018671,NA
"SISPRG_2_DS3BT2","Daggett Solar 3 b BESS",60,655017,60,3,10,0.0110230908198545,9.88976909180145,NA
"SISPRG_2_DS3BT2","Daggett Solar 3 b BESS",60,131675,60,4,10,0.0133604480661523,9.86639551933848,NA
"SISPRG_2_DS3BT2","Daggett Solar 3 b BESS",60,917893,60,5,10,0.0200109503299773,9.79989049670023,NA
"SLATE_2_SLASR2","SLATE_2",93,561157,100,1,5,0.0196078431372548,4.90196078431373,0.204093284018879
"SLATE_2_SLASR2","SLATE_2",93,851143,95,2,4,0.0246241225721556,3.90150350971138,NA
"SLATE_2_SLASR2","SLATE_2",93,210154,99.26,3,4,0.0252476326955295,3.89900946921788,NA
"SLATE_2_SLASR2","SLATE_2",93,181382,100,4,3,0.0172712170458649,2.94818634886241,NA
"SLATE_2_SLASR2","SLATE_2",93,581281,100,5,3,0.0208365234139882,2.93749042975804,NA
"SLATE_2_SLASR3","SLATE_3",67.5,435258,62.34,1,5,0.0361797752808988,4.81910112359551,0.196782466775472
"SLATE_2_SLASR3","SLATE_3",67.5,469821,69.13,2,4,0.0323033707865169,3.87078651685393,NA
"SLATE_2_SLASR3","SLATE_3",67.5,302804,61.5,3,3,0.0358302122347067,2.89250936329588,NA
"SLATE_2_SLASR3","SLATE_3",67.5,895511,74.12,4,2,0.0345995533001874,1.93080089339963,NA
"SLRMS3_2_SRMSR1","SILVER RIDGE MOUNT SIGNAL 3",250,201370,243.54,1,4,0.0231088082901555,3.90756476683938,0.0187758565821576
"SLRMS3_2_SRMSR1","SILVER RIDGE MOUNT SIGNAL 3",250,407814,235,2,4,0.0414507772020725,3.83419689119171,NA
"SLSTR2_2_SOLAR2","Solar Star 2",276,360573,250,1,2,0.0167892156862745,1.96642156862745,0.0147575719805559
"SLSTR2_2_SOLAR2","Solar Star 2",276,319098,250,2,2,0.0312990196078431,1.93740196078431,NA
"SNCLRA_2_UNIT1","New Indy Oxnard",27.8,620521,30,1,2,0.0263636363636364,1.94727272727273,1
"SPAULD_6_UNIT12","SPAULDING HYDRO PH 1 & 2 AGGREGATE",11.4,513723,11.5,1,4,0.038474025974026,3.8461038961039,0.249535708255951
"SPAULD_6_UNIT12","SPAULDING HYDRO PH 1 & 2 AGGREGATE",11.4,186392,10.5,2,3,0.0378787878787879,2.88636363636364,NA
"SPAULD_6_UNIT12","SPAULDING HYDRO PH 1 & 2 AGGREGATE",11.4,708548,12.43,3,3,0.0449783549783549,2.86506493506494,NA
"SPAULD_6_UNIT12","SPAULDING HYDRO PH 1 & 2 AGGREGATE",11.4,213734,10.8,4,2,0.0228571428571429,1.95428571428571,NA
"SPICER_1_UNITS","SPICER HYDRO UNITS 1-3 AGGREGATE",6,553779,6,1,3,0.0312499999999999,2.90625,0.311827956989247
"SPICER_1_UNITS","SPICER HYDRO UNITS 1-3 AGGREGATE",6,831190,6.32,2,2,0,2,NA
"SPICER_1_UNITS","SPICER HYDRO UNITS 1-3 AGGREGATE",6,110030,5.8,3,2,0.0227272727272727,1.95454545454545,NA
"SPICER_1_UNITS","SPICER HYDRO UNITS 1-3 AGGREGATE",6,672385,5.5,4,2,0.0319791666666667,1.93604166666667,NA
"SPICER_1_UNITS","SPICER HYDRO UNITS 1-3 AGGREGATE",6,213260,5.75,5,2,0.0454545454545455,1.90909090909091,NA
"STANTN_2_SBEBX2","Stanton Battery Energy Storage",68.8,798391,75,1,3,0.014336917562724,2.95698924731183,0.330666666666667
"STANTN_2_SBEBX2","Stanton Battery Energy Storage",68.8,900843,70,2,2,0.0103942652329749,1.97921146953405,NA
"STANTN_2_SBEBX2","Stanton Battery Energy Storage",68.8,248020,75,3,2,0.0492831541218639,1.90143369175627,NA
"SUNCAT_2_A1ABT1","Arlington Solar Unit 1A BESS",47,628632,50.43,1,12,0.0257504244895435,11.6909949061255,0.173980919372994
"SUNCAT_2_A1ABT1","Arlington Solar Unit 1A BESS",47,353349,47.98,2,10,0.0343015136027221,9.65698486397278,NA
"SUNCAT_2_A1ABT1","Arlington Solar Unit 1A BESS",47,890505,50,3,9,0.0249007819016561,8.7758929628851,NA
"SUNCAT_2_A1ABT1","Arlington Solar Unit 1A BESS",47,729047,50,4,8,0.0104615726160727,7.91630741907142,NA
"SUNCAT_2_A1ABT1","Arlington Solar Unit 1A BESS",47,444308,49,5,6,0.0184937853803489,5.88903728771791,NA
"SUNCAT_2_A1BBT1","Arlington Solar Unit 1B BESS",63,615344,64.66,1,26,0.0273483713410988,25.2889423451314,0.19650299371763
"SUNCAT_2_A1BBT1","Arlington Solar Unit 1B BESS",63,705142,62.5,2,21,0.0324005016018782,20.3195894663606,NA
"SUNCAT_2_A1BBT1","Arlington Solar Unit 1B BESS",63,133308,63,3,20,0.0187135614506128,19.6257287709877,NA
"SUNCAT_2_A1BBT1","Arlington Solar Unit 1B BESS",63,157358,60,4,20,0.0271695960690268,19.4566080786195,NA
"SUNCAT_2_A1BBT1","Arlington Solar Unit 1B BESS",63,264638,60,5,19,0.027266642847641,18.4819337858948,NA
"SUNSLR_1_SSVSR1","Sunshine Valley Solar 1",100,345990,96.61,1,15,0.000861800335364354,14.9870729949695,0.00434951069486078
"SUNSLR_1_SSVSR1","Sunshine Valley Solar 1",100,125988,100.1,2,15,0.00520756262044962,14.9218865606933,NA
"SUNSLR_1_SSVSR1","Sunshine Valley Solar 1",100,820471,100.1,3,15,0.00520756262044962,14.9218865606933,NA
"SUNSLR_1_SSVSR1","Sunshine Valley Solar 1",100,699344,100.1,4,15,0.00565568395791956,14.9151647406312,NA
"SUNSLR_1_SSVSR1","Sunshine Valley Solar 1",100,188521,100.1,5,15,0.00664155090035307,14.9003767364947,NA
"SYCAMR_2_UNIT 1","Sycamore Cogeneration Unit 1",78,182568,73,1,2,0.00675675675675676,1.98648648648649,9.31879601155927e-05
"SYCAMR_2_UNIT 1","Sycamore Cogeneration Unit 1",78,129089,74,2,2,0.00684931506849315,1.98630136986301,NA
"SYCAMR_2_UNIT 1","Sycamore Cogeneration Unit 1",78,141180,74,3,2,0.00684931506849315,1.98630136986301,NA
"SYCAMR_2_UNIT 1","Sycamore Cogeneration Unit 1",78,113373,72,4,2,0.0203628285820067,1.95927434283599,NA
"SYCAMR_2_UNIT 1","Sycamore Cogeneration Unit 1",78,113402,72,5,2,0.0203628285820067,1.95927434283599,NA
"TANHIL_6_SOLART","Berry Cogen 18",17,379813,18.65,1,2,0.0244444444444444,1.95111111111111,1
"TEHAPI_2_PW2WD2","Point Wind 2",14.4,124050,15,1,2,0.025,1.95,1
"TIFFNY_1_DILLON","TIFFNY_1_DILLON",45,939948,45,1,4,0.0299055732362041,3.88037770705518,0.232391600802878
"TIFFNY_1_DILLON","TIFFNY_1_DILLON",45,141208,47.49,2,3,0.00712982666905765,2.97861051999283,NA
"TIFFNY_1_DILLON","TIFFNY_1_DILLON",45,444308,49,3,3,0.0161349826795309,2.95159505196141,NA
"TIFFNY_1_DILLON","TIFFNY_1_DILLON",45,917872,47.1,4,3,0.0207318630315475,2.93780441090536,NA
"TIFFNY_1_DILLON","TIFFNY_1_DILLON",45,104155,47.26,5,3,0.0347518310441385,2.89574450686758,NA
"TIGRCK_7_UNITS","TIGER CREEK HYDRO AGGREGATE",62,195278,60,1,3,0.032258064516129,2.90322580645161,0.331555555555556
"TIGRCK_7_UNITS","TIGER CREEK HYDRO AGGREGATE",62,182859,57.14,2,2,0.0296774193548387,1.94064516129032,NA
"TOPAZ_2_SOLAR","Topaz Solar Farms",550,111727,510,1,9,0.0150876207040759,8.86421141366332,0
"TOPAZ_2_SOLAR","Topaz Solar Farms",550,200912,510,2,9,0.0150876207040759,8.86421141366332,NA
"TOWNSITE_2_MEADDYN","Townsite Solar BESS",180,127137,166,1,2,0.0289583333333333,1.94208333333333,1
"TRNQLT_2_RETBT1","RE Tranquillity BESS",72,116825,70,1,2,0,2,0.0125714285714287
"TRNQLT_2_RETBT1","RE Tranquillity BESS",72,233468,77.78,2,2,0.0125714285714286,1.97485714285714,NA
"TRNQLT_2_RETBT1","RE Tranquillity BESS",72,172299,66,3,2,0.0135,1.973,NA
"TRNQLT_2_RETBT1","RE Tranquillity BESS",72,895511,74.12,4,2,0.0418333333333334,1.91633333333333,NA
"TRNQLT_2_RETBT1","RE Tranquillity BESS",72,327142,68,5,2,0.05,1.9,NA
"TRNQLT_2_SOLAR","Tranquillity",200,358008,189,1,2,0.0205488898083022,1.9589022203834,1
"TRNSWD_1_QF","FPL Energy C Wind",38.97,134471,36,1,2,0.0251621748235878,1.94967565035282,1
"TULLCK_7_UNITS","Tullock Hydro",25.9,809558,25.08,1,4,0.0101010101010102,3.95959595959596,0.25
"TULLCK_7_UNITS","Tullock Hydro",25.9,199482,25,2,3,0.0101010101010102,2.96969696969697,NA
"TULLCK_7_UNITS","Tullock Hydro",25.9,198465,28,3,3,0.0184501234110196,2.94464962976694,NA
"TULLCK_7_UNITS","Tullock Hydro",25.9,190023,24,4,2,0.0133897110641296,1.97322057787174,NA
"TULLCK_7_UNITS","Tullock Hydro",25.9,148387,25.6,5,2,0.0342183807984082,1.93156323840318,NA
"USWNDR_2_SMUD","SOLANO WIND FARM",102.18,837024,100,1,5,0.0347636655487717,4.82618167225614,0.179523195799752
"USWNDR_2_SMUD","SOLANO WIND FARM",102.18,670863,100,2,4,0.0100574712643678,3.95977011494253,NA
"USWNDR_2_SMUD","SOLANO WIND FARM",102.18,131041,93,3,4,0.0210632183908046,3.91574712643678,NA
"USWNDR_2_SMUD","SOLANO WIND FARM",102.18,187185,94.55,4,3,0.0267049808429119,2.91988505747126,NA
