"generator","generator_name","curtailment_date","pmax_mw","curtailment_mw","expected_available_mw","RESOURCEBID_SEQ","daily_max_mw","mw_error","pct_error"
"OBERON_5_O2SSR5","Oberon 2B Solar",2023-07-03,125,25,100,118485,101.81,1.81,0.0181
"OBERON_5_O2SSR5","Oberon 2B Solar",2023-07-04,125,33,92,118485,96.11,4.11,0.0446739130434783
"OBERON_5_O2SSR5","Oberon 2B Solar",2023-07-04,125,25,100,118485,96.11,-3.89,-0.0389
"OBERON_5_O2SSR5","Oberon 2B Solar",2023-07-06,125,29,96,118485,98.08,2.08,0.0216666666666667
"OBERON_5_O2SSR5","Oberon 2B Solar",2023-07-07,125,29,96,118485,99.12,3.12,0.0325
"OBERON_5_O2SSR5","Oberon 2B Solar",2023-07-08,125,21,104,118485,103.51,-0.489999999999995,-0.00471153846153841
"OBERON_5_O2SSR5","Oberon 2B Solar",2023-07-09,125,29,96,118485,100.07,4.06999999999999,0.0423958333333333
"OBERON_5_O2SSR5","Oberon 2B Solar",2023-07-09,125,21,104,118485,100.07,-3.93000000000001,-0.0377884615384616
"OBERON_5_O2SSR5","Oberon 2B Solar",2023-07-10,125,29,96,118485,93.68,-2.31999999999999,-0.0241666666666666
"OBERON_5_O2SSR5","Oberon 2B Solar",2023-07-14,125,29,96,118485,98.31,2.31,0.0240625
"OBERON_5_O2SSR5","Oberon 2B Solar",2023-07-17,125,29,96,118485,94.89,-1.11,-0.0115625
"OBERON_5_O2SSR5","Oberon 2B Solar",2023-07-18,125,29,96,118485,95.8,-0.200000000000003,-0.00208333333333336
"OBERON_5_O2SSR5","Oberon 2B Solar",2023-07-19,125,29,96,118485,96.94,0.939999999999998,0.00979166666666664
"OBERON_5_O2SSR5","Oberon 2B Solar",2023-07-21,125,21,104,118485,103.2,-0.799999999999997,-0.00769230769230766
"OBERON_5_O2SSR5","Oberon 2B Solar",2023-07-31,125,29.04,95.96,118485,98.77,2.80999999999999,0.0292830345977489
"OBERON_5_O2SSR5","Oberon 2B Solar",2023-08-01,125,29.04,95.96,118485,98.36,2.39999999999999,0.0250104210087536
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-06-05,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-06-06,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-06-07,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-06-08,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-06-09,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-06-10,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-06-11,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-06-12,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-06-13,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-06-14,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-06-15,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-06-16,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-06-17,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-06-18,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-06-19,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-06-20,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-06-21,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-06-22,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-06-23,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-06-24,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-06-25,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-06-26,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-06-27,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-06-28,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-06-29,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-07-01,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-07-02,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-07-03,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-07-04,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-07-05,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-07-06,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-07-07,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-07-08,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-07-09,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-07-10,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-07-11,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-07-12,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-07-13,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-07-14,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-07-15,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-07-16,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-07-17,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-07-18,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-07-19,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-07-20,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-01,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-02,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-03,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-04,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-05,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-06,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-07,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-08,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-09,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-10,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-11,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-12,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-13,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-14,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-15,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-16,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-17,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-18,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-19,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-20,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-21,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-22,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-23,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-24,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-25,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-26,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-27,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-28,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-29,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-30,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-08-31,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-01,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-02,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-03,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-04,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-05,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-06,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-07,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-08,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-09,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-10,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-11,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-12,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-13,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-14,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-15,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-16,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-17,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-18,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-19,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-20,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-21,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-22,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-23,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-24,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-25,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-26,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-27,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-28,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-29,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-09-30,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-11-08,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-11-09,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-11-10,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-11-11,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-11-12,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-11-13,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-11-14,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-11-15,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-11-16,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-11-17,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-11-18,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-11-19,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-11-20,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-11-21,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-11-22,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-11-23,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-11-24,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-11-25,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-11-26,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-11-27,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-11-28,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-11-29,50,17,33,729047,34,1,0.0303030303030303
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",2024-11-30,50,17,33,729047,34,1,0.0303030303030303
"OCTILO_5_WIND","Ocotillo Wind Energy Facility",2024-01-15,265,2.18,262.82,124064,264,1.18000000000001,0.0044897648580778
"OCTILO_5_WIND","Ocotillo Wind Energy Facility",2024-01-16,265,2.18,262.82,124064,264,1.18000000000001,0.0044897648580778
"OCTILO_5_WIND","Ocotillo Wind Energy Facility",2024-01-23,265,6.92,258.08,124064,258,-0.0799999999999841,-0.000309981401115871
"OCTILO_5_WIND","Ocotillo Wind Energy Facility",2024-01-24,265,2.18,262.82,124064,255,-7.81999999999999,-0.0297542043984476
"OCTILO_5_WIND","Ocotillo Wind Energy Facility",2024-01-25,265,2.18,262.82,124064,258,-4.81999999999999,-0.0183395479796058
"OGROVE_6_PL1X2","Orange Grove Energy Center",2024-10-21,96,49,47,139204,48.09,1.09,0.0231914893617022
"OGROVE_6_PL1X2","Orange Grove Energy Center",2024-10-30,96,49,47,139204,47.01,0.00999999999999801,0.000212765957446766
"OMAR_2_UNIT 4","KERN RIVER COGENERATION CO. UNIT 4",2024-06-20,75,2,73,962064,73,0,0
"OMAR_2_UNIT 4","KERN RIVER COGENERATION CO. UNIT 4",2024-12-13,75,3,72,962064,72,0,0
"OMAR_2_UNIT 4","KERN RIVER COGENERATION CO. UNIT 4",2024-12-16,75,3,72,962064,72,0,0
"OTMESA_2_PL1X3","OTAY MESA ENERGY CENTER",2023-06-29,603.68,15.68,588,304325,585,-3,-0.00510204081632653
"OTMESA_2_PL1X3","OTAY MESA ENERGY CENTER",2023-06-29,603.68,17.68,586,304325,585,-1,-0.00170648464163823
"OTMESA_2_PL1X3","OTAY MESA ENERGY CENTER",2023-06-29,603.68,19.68,584,304325,585,1,0.00171232876712329
"OTMESA_2_PL1X3","OTAY MESA ENERGY CENTER",2023-06-29,603.68,21.68,582,304325,585,3,0.00515463917525773
"OTMESA_2_PL1X3","OTAY MESA ENERGY CENTER",2023-06-29,603.68,22.68,581,304325,585,4,0.00688468158347676
"OTMESA_2_PL1X3","OTAY MESA ENERGY CENTER",2023-06-29,603.68,23.68,580,304325,585,5,0.00862068965517241
"OXMTN_6_LNDFIL","Ox Mountain Landfill Generating Plant",2024-04-17,10.62,1.12,9.5,153153,9.2,-0.300000000000001,-0.0315789473684211
"OXMTN_6_LNDFIL","Ox Mountain Landfill Generating Plant",2024-05-08,10.62,1.62,9,153153,9.17,0.17,0.0188888888888889
"PACLUM_6_UNIT","Humboldt Redwood",2023-06-15,28.8,6.8,22,198465,22,0,0
"PACLUM_6_UNIT","Humboldt Redwood",2023-06-16,28.8,6.8,22,198465,23,1,0.0454545454545455
"PACLUM_6_UNIT","Humboldt Redwood",2024-01-23,28.8,6.8,22,198465,23,1,0.0454545454545455
"PACLUM_6_UNIT","Humboldt Redwood",2024-01-24,28.8,6.8,22,198465,23,1,0.0454545454545455
"PACLUM_6_UNIT","Humboldt Redwood",2024-02-14,28.8,6.8,22,198465,23,1,0.0454545454545455
"PACLUM_6_UNIT","Humboldt Redwood",2024-02-16,28.8,6.8,22,198465,23,1,0.0454545454545455
"PACLUM_6_UNIT","Humboldt Redwood",2024-02-20,28.8,6.8,22,198465,23,1,0.0454545454545455
"PACLUM_6_UNIT","Humboldt Redwood",2024-02-22,28.8,6.8,22,198465,23,1,0.0454545454545455
"PACLUM_6_UNIT","Humboldt Redwood",2024-04-02,28.8,6.8,22,198465,23,1,0.0454545454545455
"PALA_6_PGCBT1","Pala Gomez Creek BESS",2023-09-28,10,5,5,385155,5,0,0
"PALA_6_PGCBT1","Pala Gomez Creek BESS",2023-09-29,10,5,5,385155,5,0,0
"PALA_6_PGCBT1","Pala Gomez Creek BESS",2024-10-21,10,4.6,5.4,385155,5.5,0.0999999999999996,0.0185185185185185
"PALA_6_PGCBT1","Pala Gomez Creek BESS",2024-10-22,10,4.6,5.4,385155,5.5,0.0999999999999996,0.0185185185185185
"PALA_6_PGCBT1","Pala Gomez Creek BESS",2024-10-23,10,4.6,5.4,385155,5.5,0.0999999999999996,0.0185185185185185
"PALA_6_PGCBT1","Pala Gomez Creek BESS",2024-10-24,10,4.6,5.4,385155,5.5,0.0999999999999996,0.0185185185185185
"PALA_6_PGCBT1","Pala Gomez Creek BESS",2024-10-25,10,4.6,5.4,385155,5.5,0.0999999999999996,0.0185185185185185
"PALA_6_PGCBT1","Pala Gomez Creek BESS",2024-10-31,10,4.4,5.6,385155,5.5,-0.0999999999999996,-0.0178571428571428
"PALOMR_2_PL1X3","Palomar Energy Center",2023-01-25,588.21,48,540.21,844371,551.7,11.49,0.0212695063031044
"PALOMR_2_PL1X3","Palomar Energy Center",2023-09-05,588.21,58.21,530,844371,551.7,21.7,0.0409433962264152
"PALOMR_2_PL1X3","Palomar Energy Center",2023-09-05,588.21,48.21,540,844371,551.7,11.7,0.0216666666666668
"PALOMR_2_PL1X3","Palomar Energy Center",2023-09-06,588.21,58.21,530,844371,551.7,21.7,0.0409433962264152
"PALOMR_2_PL1X3","Palomar Energy Center",2023-09-07,588.21,58.21,530,844371,551.7,21.7,0.0409433962264152
"PALOMR_2_PL1X3","Palomar Energy Center",2023-09-08,588.21,58.21,530,844371,551.7,21.7,0.0409433962264152
"PALOMR_2_PL1X3","Palomar Energy Center",2024-03-13,588.21,48,540.21,844371,551.7,11.49,0.0212695063031044
"PALOMR_2_PL1X3","Palomar Energy Center",2024-06-26,588.21,48,540.21,844371,551.7,11.49,0.0212695063031044
"PARDEB_6_UNITS","Pardee Power House",2023-05-09,30,10,20,183275,19.9,-0.100000000000001,-0.00500000000000007
"PARDEB_6_UNITS","Pardee Power House",2024-02-09,30,9.7,20.3,183275,19.7,-0.600000000000001,-0.0295566502463055
"PARDEB_6_UNITS","Pardee Power House",2024-07-18,30,10,20,183275,19.6,-0.399999999999999,-0.0199999999999999
"PARDEB_6_UNITS","Pardee Power House",2024-07-19,30,10,20,183275,19.6,-0.399999999999999,-0.0199999999999999
"PARDEB_6_UNITS","Pardee Power House",2024-07-20,30,10,20,183275,19.6,-0.399999999999999,-0.0199999999999999
"PARDSE_6_PESBT1","Paradise Energy Storage",2024-09-27,10,0.3,9.7,347450,9.45,-0.25,-0.0257731958762887
"PARDSE_6_PESBT1","Paradise Energy Storage",2024-10-28,10,3,7,347450,7.3,0.3,0.0428571428571428
"PARDSE_6_PESBT1","Paradise Energy Storage",2024-10-29,10,3,7,347450,7.3,0.3,0.0428571428571428
"PARDSE_6_PESBT1","Paradise Energy Storage",2024-10-30,10,3,7,347450,7.3,0.3,0.0428571428571428
"PARDSE_6_PESBT1","Paradise Energy Storage",2024-10-31,10,3,7,347450,7.3,0.3,0.0428571428571428
"PINFLT_7_UNITS","PINE FLAT HYDRO AGGREGATE",2024-01-05,198.51,63.51,135,122732,134.77,-0.22999999999999,-0.00170370370370363
"PINFLT_7_UNITS","PINE FLAT HYDRO AGGREGATE",2024-01-16,198.51,63.51,135,122732,129.47,-5.53,-0.040962962962963
"PIT1_7_UNIT 1","PIT PH 1 UNIT 1",2023-11-02,32,10.9,21.1,687240,21,-0.100000000000001,-0.00473933649289106
"PIT1_7_UNIT 1","PIT PH 1 UNIT 1",2023-11-02,32,11,21,687240,21,0,0
"PIT1_7_UNIT 1","PIT PH 1 UNIT 1",2024-04-01,32,13,19,687240,19,0,0
"PIT1_7_UNIT 1","PIT PH 1 UNIT 1",2024-04-01,32,12,20,687240,19,-1,-0.05
"PIT1_7_UNIT 1","PIT PH 1 UNIT 1",2024-04-03,32,13,19,687240,19,0,0
"PIT1_7_UNIT 1","PIT PH 1 UNIT 1",2024-04-04,32,13,19,687240,19,0,0
"PIT1_7_UNIT 1","PIT PH 1 UNIT 1",2024-04-14,32,13,19,687240,19,0,0
"PIT3_7_PL1X3","PIT PH 3 UNITS 1, 2 & 3 AGGREGATE",2023-03-07,70.6,24,46.6,428176,46,-0.599999999999994,-0.0128755364806866
"PIT3_7_PL1X3","PIT PH 3 UNITS 1, 2 & 3 AGGREGATE",2023-11-29,70.6,24.6,46,428176,44,-1.99999999999999,-0.0434782608695651
"PIT3_7_PL1X3","PIT PH 3 UNITS 1, 2 & 3 AGGREGATE",2023-12-04,70.6,24.6,46,428176,46,7.105427357601e-15,1.54465812121761e-16
"PIT3_7_PL1X3","PIT PH 3 UNITS 1, 2 & 3 AGGREGATE",2023-12-05,70.6,24.6,46,428176,46,7.105427357601e-15,1.54465812121761e-16
"PIT3_7_PL1X3","PIT PH 3 UNITS 1, 2 & 3 AGGREGATE",2023-12-07,70.6,24.6,46,428176,46,7.105427357601e-15,1.54465812121761e-16
"PIT3_7_PL1X3","PIT PH 3 UNITS 1, 2 & 3 AGGREGATE",2023-12-11,70.6,24.6,46,428176,46,7.105427357601e-15,1.54465812121761e-16
"PIT3_7_PL1X3","PIT PH 3 UNITS 1, 2 & 3 AGGREGATE",2023-12-16,70.6,24.6,46,428176,46,7.105427357601e-15,1.54465812121761e-16
"PIT3_7_PL1X3","PIT PH 3 UNITS 1, 2 & 3 AGGREGATE",2024-10-21,70.6,24,46.6,428176,46,-0.599999999999994,-0.0128755364806866
"PIT3_7_PL1X3","PIT PH 3 UNITS 1, 2 & 3 AGGREGATE",2024-11-18,70.6,24.6,46,428176,44,-1.99999999999999,-0.0434782608695651
"PIT3_7_PL1X3","PIT PH 3 UNITS 1, 2 & 3 AGGREGATE",2024-11-21,70.6,24.6,46,428176,44,-1.99999999999999,-0.0434782608695651
"PIT3_7_PL1X3","PIT PH 3 UNITS 1, 2 & 3 AGGREGATE",2024-11-22,70.6,24.6,46,428176,44,-1.99999999999999,-0.0434782608695651
