"generator","generator_name","RESOURCEBID_SEQ","n_matches","pmax_mw","max_mw","mean_pct_err","mean_stop_offset","mean_restart_offset","mean_abs_stop_offset","mean_abs_restart_offset","score","rank","confidence"
"JOHANN_2_JOSBT2","Johanna Storage 2",193527,2,10,9.5,0.05,0,780,0,780,1.9,3,NA
"JOHANN_2_JOSBT2","Johanna Storage 2",385155,2,10,9.5,0.05,0,780,0,780,1.9,4,NA
"JOHANN_2_JOSBT2","Johanna Storage 2",838066,2,10,9.5,0.05,0,780,0,780,1.9,5,NA
"JOHANN_2_OCEBT2","Orange County Energy Storage 2",124493,1,9,10,0.111111111111111,0,2400,0,2400,0.888888888888889,1,0.125
"JOHANN_2_OCEBT2","Orange County Energy Storage 2",779880,1,9,11,0.222222222222222,0,740,0,740,0.777777777777778,2,NA
"JOHANN_2_OCEBT2","Orange County Energy Storage 2",799732,1,9,12,0.333333333333333,0,740,0,740,0.666666666666667,3,NA
"JOHANN_2_OCEBT2","Orange County Energy Storage 2",445378,1,9,5,0.444444444444444,0,740,0,740,0.555555555555556,4,NA
"JOHANN_2_OCEBT2","Orange County Energy Storage 2",589439,1,9,13,0.444444444444444,0,94,0,94,0.555555555555556,5,NA
"JOHANN_2_OCEBT3","Orange County Energy Storage 3",445378,1,6,5,0.166666666666667,0,740,0,740,0.833333333333333,1,0.314
"JOHANN_2_OCEBT3","Orange County Energy Storage 3",368055,1,6,3.43,0.428333333333333,0,240,0,240,0.571666666666667,2,NA
"JOHANN_2_OCEBT3","Orange County Energy Storage 3",145912,1,6,3.15,0.475,0,780,0,780,0.525,3,NA
"JOHANN_2_OCEBT3","Orange County Energy Storage 3",739401,1,6,2.3,0.616666666666667,0,240,0,240,0.383333333333333,4,NA
"JOHANN_2_OCEBT3","Orange County Energy Storage 3",200713,1,6,2.2,0.633333333333333,0,240,0,240,0.366666666666667,5,NA
"JOHANN_2_T1BBT1","Titanium 1 BESS",727309,2,1.4,1,0.285714285714286,0,660,0,660,1.42857142857143,1,0.2
"JOHANN_2_T1BBT1","Titanium 1 BESS",978009,2,1.4,2,0.428571428571429,0,2700,0,2700,1.14285714285714,2,NA
"JOHANN_2_T1BBT1","Titanium 1 BESS",191274,1,1.4,1,0.285714285714286,0,1560,0,1560,0.714285714285714,3,NA
"JOHANN_2_T1BBT1","Titanium 1 BESS",278960,1,1.4,1,0.285714285714286,0,5220,0,5220,0.714285714285714,4,NA
"JOHANN_2_T1BBT1","Titanium 1 BESS",636159,1,1.4,1,0.285714285714286,0,300,0,300,0.714285714285714,5,NA
"KANSAS_6_SOLAR","RE Kansas South",102291,1,20,20,0,0,361,0,361,1,1,0
"KANSAS_6_SOLAR","RE Kansas South",150919,1,20,20,0,0,301,0,301,1,2,NA
"KANSAS_6_SOLAR","RE Kansas South",159086,1,20,20,0,0,301,0,301,1,3,NA
"KANSAS_6_SOLAR","RE Kansas South",181841,1,20,20,0,0,361,0,361,1,4,NA
"KANSAS_6_SOLAR","RE Kansas South",271095,1,20,20,0,0,301,0,301,1,5,NA
"KEARNY_6_NESBT1","Kearny North Energy Storage",415983,1,10,9.6,0.04,0,100,0,100,0.96,1,0.354166666666667
"KEARNY_6_NESBT1","Kearny North Energy Storage",146475,1,10,6.2,0.38,-2,30,2,30,0.62,2,NA
"KEARNY_6_NESBT1","Kearny North Energy Storage",135881,1,10,18,0.8,0,100,0,100,0.2,3,NA
"KEARNY_6_NESBT1","Kearny North Energy Storage",134075,1,10,56,4.6,0,57100,0,57100,-3.6,4,NA
"KEARNY_6_NESBT1","Kearny North Energy Storage",288336,1,10,67.5,5.75,0,160,0,160,-4.75,5,NA
"KEARNY_6_SESBT2","Kearny South Energy Storage",456996,1,10,9.72,0.0279999999999999,0,16655,0,16655,0.972,1,0.0123456790123458
"KEARNY_6_SESBT2","Kearny South Energy Storage",415983,1,10,9.6,0.04,0,100,0,100,0.96,2,NA
"KEARNY_6_SESBT2","Kearny South Energy Storage",212534,1,10,10.77,0.077,0,9540,0,9540,0.923,3,NA
"KEARNY_6_SESBT2","Kearny South Energy Storage",254645,2,10,18,0.8,0,1170.5,0,1170.5,0.4,4,NA
"KEARNY_6_SESBT2","Kearny South Energy Storage",163157,1,10,3.5,0.65,0,7860,0,7860,0.35,5,NA
"KELSO_2_UNITS","Mariposa Energy",391808,1,198.03,168,0.151643690349947,-1,26965,1,26965,0.848356309650053,1,0.255952380952381
"KELSO_2_UNITS","Mariposa Energy",729575,1,198.03,125,0.368782507700853,0,36480,0,36480,0.631217492299147,2,NA
"KELSO_2_UNITS","Mariposa Energy",207064,1,198.03,350,0.76740897843761,0,15720,0,15720,0.23259102156239,3,NA
"KELSO_2_UNITS","Mariposa Energy",193888,1,198.03,5.75,0.970963995354239,0,12840,0,12840,0.0290360046457607,4,NA
"KELSO_2_UNITS","Mariposa Energy",636736,1,198.03,4.22,0.978690097459981,0,276780,0,276780,0.0213099025400192,5,NA
"KELYRG_6_UNIT","KELLY RIDGE HYDRO",101363,3,11,11,0,0,216,0,216,3,1,0.727272727272727
"KELYRG_6_UNIT","KELLY RIDGE HYDRO",292514,1,11,9,0.181818181818182,0,NA,0,NA,0.818181818181818,2,NA
"KELYRG_6_UNIT","KELLY RIDGE HYDRO",135881,1,11,18,0.636363636363636,-5,380,5,380,0.363636363636364,3,NA
"KELYRG_6_UNIT","KELLY RIDGE HYDRO",368055,1,11,3.43,0.688181818181818,0,305,0,305,0.311818181818182,4,NA
"KELYRG_6_UNIT","KELLY RIDGE HYDRO",713609,1,11,3.36,0.694545454545455,0,305,0,305,0.305454545454545,5,NA
"KERKH2_7_UNIT 1","KERKHOFF PH 2 UNIT #1",296736,1,153.9,165.9,0.0779727095516569,0,1537,0,1537,0.922027290448343,1,0.0711768851303735
"KERKH2_7_UNIT 1","KERKHOFF PH 2 UNIT #1",530129,1,153.9,176,0.143599740090968,-5,3900,5,3900,0.856400259909032,2,NA
"KERKH2_7_UNIT 1","KERKHOFF PH 2 UNIT #1",515045,1,153.9,75,0.512670565302144,5,88860,5,88860,0.487329434697856,3,NA
"KERKH2_7_UNIT 1","KERKHOFF PH 2 UNIT #1",132494,1,153.9,242,0.572449642625081,0,37,0,37,0.427550357374919,4,NA
"KERKH2_7_UNIT 1","KERKHOFF PH 2 UNIT #1",530607,1,153.9,242,0.572449642625081,0,37,0,37,0.427550357374919,5,NA
"KERMAN_6_SOLAR1","Fresno Solar South",183275,1,1.5,29.1,18.4,0,46,0,46,-17.4,1,0
"KERMAN_6_SOLAR1","Fresno Solar South",234079,1,1.5,112.5,74,0,586,0,586,-73,2,NA
"KERMAN_6_SOLAR1","Fresno Solar South",175361,1,1.5,120,79,0,226,0,226,-78,3,NA
"KERMAN_6_SOLAR2","Fresno Solar West",184537,1,1.5,34,21.6666666666667,0,2640,0,2640,-20.6666666666667,1,0
"KERMAN_6_SOLAR2","Fresno Solar West",234079,1,1.5,112.5,74,0,1,0,1,-73,2,NA
"KERMAN_6_SOLAR2","Fresno Solar West",149831,1,1.5,235,155.666666666667,0,2760,0,2760,-154.666666666667,3,NA
"KERNEY_6_FCSSR1","Fresno Community Solar",401817,1,10,10,0,0,46,0,46,1,1,1
"KERNEY_6_FCSSR1","Fresno Community Solar",206861,1,10,25,1.5,0,48710,0,48710,-0.5,2,NA
"KERNEY_6_FCSSR1","Fresno Community Solar",170383,1,10,118,10.8,0,4621,0,4621,-9.8,3,NA
"KERNEY_6_FCSSR1","Fresno Community Solar",155592,1,10,189,17.9,0,106,0,106,-16.9,4,NA
"KERNEY_6_FCSSR1","Fresno Community Solar",701449,1,10,318,30.8,0,646,0,646,-29.8,5,NA
"KERNFT_1_UNITS","KERN FRONT LIMITED",225415,2,52.4,55,0.0496183206106871,1,1620,1,1620,1.90076335877863,1,0.0200803212851406
"KERNFT_1_UNITS","KERN FRONT LIMITED",134075,2,52.4,56,0.0687022900763359,1,960,1,960,1.86259541984733,2,NA
"KERNFT_1_UNITS","KERN FRONT LIMITED",545257,2,52.4,56,0.0687022900763359,1,1620,1,1620,1.86259541984733,3,NA
"KERNFT_1_UNITS","KERN FRONT LIMITED",761564,2,52.4,56,0.0687022900763359,1,960,1,960,1.86259541984733,4,NA
"KERNFT_1_UNITS","KERN FRONT LIMITED",127463,1,52.4,54.6,0.0419847328244275,1,1440,1,1440,0.958015267175573,5,NA
"KERNRG_1_UNITS","South Belridge Cogen Facility",135013,1,55.2,46,0.166666666666667,0,12740,0,12740,0.833333333333333,1,0.165217391304348
"KERNRG_1_UNITS","South Belridge Cogen Facility",603374,1,55.2,72,0.304347826086956,0,6020,0,6020,0.695652173913044,2,NA
"KERNRG_1_UNITS","South Belridge Cogen Facility",133003,1,55.2,35,0.365942028985507,0,200,0,200,0.634057971014493,3,NA
"KERNRG_1_UNITS","South Belridge Cogen Facility",368011,1,55.2,76,0.376811594202899,0,12740,0,12740,0.623188405797102,4,NA
"KERNRG_1_UNITS","South Belridge Cogen Facility",178982,1,55.2,83,0.503623188405797,0,80,0,80,0.496376811594203,5,NA
"KINGCO_1_KINGBR","Kingsburg Cogen",158082,1,34.5,33,0.0434782608695652,-5,710,5,710,0.956521739130435,1,0
"KINGCO_1_KINGBR","Kingsburg Cogen",165788,1,34.5,33,0.0434782608695652,-5,710,5,710,0.956521739130435,2,NA
"KINGCO_1_KINGBR","Kingsburg Cogen",852416,1,34.5,33,0.0434782608695652,-5,710,5,710,0.956521739130435,3,NA
"KINGCO_1_KINGBR","Kingsburg Cogen",620521,1,34.5,30,0.130434782608696,-5,710,5,710,0.869565217391304,4,NA
"KINGCO_1_KINGBR","Kingsburg Cogen",654478,1,34.5,29.18,0.154202898550725,-5,710,5,710,0.845797101449275,5,NA
"KINGRV_7_UNIT 1","KINGS RIVER HYDRO UNIT 1",949253,5,51.2,49,0.0429687500000001,0,142.8,0,142.8,4.78515625,1,0.4
"KINGRV_7_UNIT 1","KINGS RIVER HYDRO UNIT 1",185626,3,51.2,49,0.0429687500000001,0,900,0,900,2.87109375,2,NA
"KINGRV_7_UNIT 1","KINGS RIVER HYDRO UNIT 1",664900,3,51.2,49,0.0429687500000001,0,900,0,900,2.87109375,3,NA
"KINGRV_7_UNIT 1","KINGS RIVER HYDRO UNIT 1",159511,3,51.2,43,0.16015625,0,493.666666666667,0,493.666666666667,2.51953125,4,NA
"KINGRV_7_UNIT 1","KINGS RIVER HYDRO UNIT 1",374311,3,51.2,40,0.21875,-2.33333333333333,696,2.33333333333333,696,2.34375,5,NA
"KIRKER_7_KELCYN","KELLER CANYON LANDFILL GEN FACILICITY",135714,1,3.56,3.61,0.0140449438202247,1,4395,1,4395,0.985955056179775,1,0.111111111111111
"KIRKER_7_KELCYN","KELLER CANYON LANDFILL GEN FACILICITY",256419,1,3.56,4,0.123595505617978,4,68,4,68,0.876404494382023,2,NA
"KIRKER_7_KELCYN","KELLER CANYON LANDFILL GEN FACILICITY",906818,1,3.56,4,0.123595505617978,4,68,4,68,0.876404494382023,3,NA
"KIRKER_7_KELCYN","KELLER CANYON LANDFILL GEN FACILICITY",978009,1,3.56,2,0.438202247191011,0,194,0,194,0.561797752808989,4,NA
"KIRKER_7_KELCYN","KELLER CANYON LANDFILL GEN FACILICITY",905952,1,3.56,2,0.438202247191011,-5,382,5,382,0.561797752808989,5,NA
"KNGBRD_2_SOLAR1","Kingbird Solar A",150919,4,20,20,0,-1,16,1,16,4,1,0.154375
"KNGBRD_2_SOLAR1","Kingbird Solar A",131964,5,20,13.53,0.3235,-1,61,1,61,3.3825,2,NA
"KNGBRD_2_SOLAR1","Kingbird Solar A",104452,4,20,16,0.2,-1,61,1,61,3.2,3,NA
"KNGBRD_2_SOLAR1","Kingbird Solar A",159086,3,20,20,0,0,134.333333333333,0,134.333333333333,3,4,NA
"KNGBRD_2_SOLAR1","Kingbird Solar A",181841,3,20,20,0,-1,21,1,21,3,5,NA
"KNGBRD_2_SOLAR2","Kingbird Solar B",150919,4,20,20,0,-1,82.25,1,82.25,4,1,0.2
"KNGBRD_2_SOLAR2","Kingbird Solar B",104452,4,20,16,0.2,-1,127.25,1,127.25,3.2,2,NA
"KNGBRD_2_SOLAR2","Kingbird Solar B",181841,3,20,20,0,-1,77.6666666666667,1,77.6666666666667,3,3,NA
"KNGBRD_2_SOLAR2","Kingbird Solar B",131964,4,20,13.53,0.3235,-1,127.25,1,127.25,2.706,4,NA
"KNGBRD_2_SOLAR2","Kingbird Solar B",159086,2,20,20,0,-0.5,146,0.5,146,2,5,NA
"KNGCTY_6_UNITA1","King City Energy Center, Unit 1",159511,1,44.6,43,0.0358744394618834,2,300,2,300,0.964125560538117,1,0.00465116279069777
"KNGCTY_6_UNITA1","King City Energy Center, Unit 1",212542,1,44.6,42.8,0.0403587443946189,0,1021,0,1021,0.959641255605381,2,NA
"KNGCTY_6_UNITA1","King City Energy Center, Unit 1",715637,1,44.6,46.5,0.0426008968609865,0,17610,0,17610,0.957399103139013,3,NA
"KNGCTY_6_UNITA1","King City Energy Center, Unit 1",949253,1,44.6,49,0.0986547085201793,2,1020,2,1020,0.901345291479821,4,NA
"KNGCTY_6_UNITA1","King City Energy Center, Unit 1",170852,1,44.6,40,0.103139013452915,0,564,0,564,0.896860986547085,5,NA
"KNTSTH_6_SOLAR","Kent South",150919,1,20,20,0,0,453,0,453,1,1,0
"KNTSTH_6_SOLAR","Kent South",181841,1,20,20,0,0,393,0,393,1,2,NA
"KNTSTH_6_SOLAR","Kent South",916581,1,20,20,0,0,333,0,333,1,3,NA
"KNTSTH_6_SOLAR","Kent South",975528,1,20,26,0.3,0,393,0,393,0.7,4,NA
"KNTSTH_6_SOLAR","Kent South",261146,1,20,13.6,0.32,0,393,0,393,0.68,5,NA
"KNTSTH_6_WALSR1","Westlands Almond",940797,2,19.88,10,0.496981891348089,0,90,0,90,1.00603621730382,1,0
"KNTSTH_6_WALSR1","Westlands Almond",967390,2,19.88,10,0.496981891348089,0,90,0,90,1.00603621730382,2,NA
"KNTSTH_6_WALSR1","Westlands Almond",159086,1,19.88,20,0.00603621730382299,0,90,0,90,0.993963782696177,3,NA
"KNTSTH_6_WALSR1","Westlands Almond",565664,1,19.88,20,0.00603621730382299,0,0,0,0,0.993963782696177,4,NA
"KNTSTH_6_WALSR1","Westlands Almond",819306,1,19.88,20,0.00603621730382299,0,60,0,60,0.993963782696177,5,NA
"KRAMER_1_R1BX3","Resurgence 1 BESS",461606,10,75,30,0.58,0,244.2,0,244.2,4.2,1,0.149206349206349
"KRAMER_1_R1BX3","Resurgence 1 BESS",178982,4,75,83,0.106666666666667,0,1336.75,0,1336.75,3.57333333333333,2,NA
"KRAMER_1_R1BX3","Resurgence 1 BESS",107219,4,75,85,0.133333333333333,0,2700,0,2700,3.46666666666667,3,NA
"KRAMER_1_R1BX3","Resurgence 1 BESS",100966,4,75,51,0.32,0,405,0,405,2.72,4,NA
"KRAMER_1_R1BX3","Resurgence 1 BESS",556956,4,75,104.5,0.393333333333333,0,1140,0,1140,2.42666666666667,5,NA
"KRAMER_1_R1PX3","Resurgence 1 PV",234172,62,90,74,0.177777777777778,0,0,0,0,50.9777777777778,1,0.0355274629468176
"KRAMER_1_R1PX3","Resurgence 1 PV",152145,59,90,105,0.166666666666667,0,0,0,0,49.1666666666667,2,NA
"KRAMER_1_R1PX3","Resurgence 1 PV",115494,54,90,56,0.377777777777778,0,0,0,0,33.6,3,NA
"KRAMER_1_R1PX3","Resurgence 1 PV",133547,54,90,56,0.377777777777778,0,0,0,0,33.6,4,NA
"KRAMER_1_R1PX3","Resurgence 1 PV",180457,54,90,40,0.555555555555556,0,0,0,0,24,5,NA
"KRAMER_1_R2BX2","Resurgence 2 BESS",185626,32,40,49,0.225,0.03125,526.875,0.03125,526.875,24.8,1,0
"KRAMER_1_R2BX2","Resurgence 2 BESS",664900,32,40,49,0.225,0.03125,526.875,0.03125,526.875,24.8,2,NA
"KRAMER_1_R2BX2","Resurgence 2 BESS",903445,30,40,16.76,0.581,0.1,556,0.1,556,12.57,3,NA
"KRAMER_1_R2BX2","Resurgence 2 BESS",122409,11,40,41,0.025,0.272727272727273,796.363636363636,0.272727272727273,796.363636363636,10.725,4,NA
"KRAMER_1_R2BX2","Resurgence 2 BESS",114767,10,40,24.75,0.38125,0,1470,0,1470,6.1875,5,NA
"KRAMER_1_R2PX2","Resurgence 2 PV",973878,53,48,50,0.0416666666666667,0,7.92452830188679,0,7.92452830188679,50.7916666666667,1,0.0377358490566039
"KRAMER_1_R2PX2","Resurgence 2 PV",148758,51,48,50,0.0416666666666667,0,8.23529411764706,0,8.23529411764706,48.875,2,NA
"KRAMER_1_R2PX2","Resurgence 2 PV",154578,53,48,40,0.166666666666667,0,7.92452830188679,0,7.92452830188679,44.1666666666667,3,NA
"KRAMER_1_R2PX2","Resurgence 2 PV",461606,55,48,30,0.375,0,718.909090909091,0,718.909090909091,34.375,4,NA
"KRAMER_1_R2PX2","Resurgence 2 PV",819306,54,48,20,0.583333333333333,0,8.88888888888889,0,8.88888888888889,22.5,5,NA
"KRAMER_2_SEGS 9","Kramer Junction 9",570814,1,80,75,0.0625,0,2760,0,2760,0.9375,1,0.193333333333333
"KRAMER_2_SEGS 9","Kramer Junction 9",928521,1,80,99.5,0.24375,1,267,1,267,0.75625,2,NA
"KRAMER_2_SEGS 9","Kramer Junction 9",203060,1,80,100,0.25,0,720,0,720,0.75,3,NA
"KRAMER_2_SEGS 9","Kramer Junction 9",517502,1,80,100,0.25,-1,NA,1,NA,0.75,4,NA
"KRAMER_2_SEGS 9","Kramer Junction 9",276632,1,80,52.25,0.346875,-1,16688,1,16688,0.653125,5,NA
"KRNCNY_6_UNIT","KERN CANYON POWERHOUSE",589439,1,10.6,13,0.226415094339623,0,60,0,60,0.773584905660377,1,0.609756097560976
"KRNCNY_6_UNIT","KERN CANYON POWERHOUSE",511293,1,10.6,18,0.69811320754717,5,25016,5,25016,0.30188679245283,2,NA
"KRNCNY_6_UNIT","KERN CANYON POWERHOUSE",714921,1,10.6,2,0.811320754716981,0,120,0,120,0.188679245283019,3,NA
"KRNCNY_6_UNIT","KERN CANYON POWERHOUSE",599767,2,10.6,68,5.41509433962264,0,461,0,461,-8.83018867924528,4,NA
"KRNCNY_6_UNIT","KERN CANYON POWERHOUSE",476749,1,10.6,129,11.1698113207547,-5,10248,5,10248,-10.1698113207547,5,NA
"KYCORA_6_KMSBT1","Kearny Mesa Storage",134131,10,1,1,0,0,19.2,0,19.2,10,1,0.8
"KYCORA_6_KMSBT1","Kearny Mesa Storage",126447,2,1,1,0,0,400,0,400,2,2,NA
"KYCORA_6_KMSBT1","Kearny Mesa Storage",661056,2,1,1,0,0,474,0,474,2,3,NA
"KYCORA_6_KMSBT1","Kearny Mesa Storage",727309,2,1,1,0,0,434,0,434,2,4,NA
"KYCORA_6_KMSBT1","Kearny Mesa Storage",937035,1,1,1,0,0,360,0,360,1,5,NA
"LAGBEL_2_CBPBT1","CALD BESS I",165180,2,100,100,0,0,694,0,694,2,1,0.005
"LAGBEL_2_CBPBT1","CALD BESS I",928521,2,100,99.5,0.005,0,360,0,360,1.99,2,NA
"LAGBEL_2_CBPBT1","CALD BESS I",243483,2,100,104,0.04,0,626,0,626,1.92,3,NA
"LAGBEL_2_CBPBT1","CALD BESS I",542239,2,100,118.5,0.185,0,185,0,185,1.63,4,NA
"LAGBEL_2_CBPBT1","CALD BESS I",611852,3,100,150,0.5,0,167,0,167,1.5,5,NA
"LAKHDG_6_UNIT 1","Lake Hodges Pumped Storage-Unit1",193888,1,20,5.75,0.7125,-1,NA,1,NA,0.2875,1,0.8
"LAKHDG_6_UNIT 1","Lake Hodges Pumped Storage-Unit1",186225,1,20,38.85,0.9425,-1,535780,1,535780,0.0574999999999999,2,NA
"LAKHDG_6_UNIT 1","Lake Hodges Pumped Storage-Unit1",370707,1,20,40,1,-1,23041,1,23041,0,3,NA
"LAKHDG_6_UNIT 1","Lake Hodges Pumped Storage-Unit1",279536,1,20,50,1.5,-1,13960,1,13960,-0.5,4,NA
"LAKHDG_6_UNIT 1","Lake Hodges Pumped Storage-Unit1",138140,1,20,86,3.3,-1,44641,1,44641,-2.3,5,NA
"LAKHDG_6_UNIT 2","Lake Hodges Pumped Storage-Unit2",193888,1,20,5.75,0.7125,-1,NA,1,NA,0.2875,1,0.8
"LAKHDG_6_UNIT 2","Lake Hodges Pumped Storage-Unit2",186225,1,20,38.85,0.9425,-1,535855,1,535855,0.0574999999999999,2,NA
"LAKHDG_6_UNIT 2","Lake Hodges Pumped Storage-Unit2",370707,1,20,40,1,-1,23041,1,23041,0,3,NA
"LAKHDG_6_UNIT 2","Lake Hodges Pumped Storage-Unit2",279536,1,20,50,1.5,-1,14035,1,14035,-0.5,4,NA
"LAKHDG_6_UNIT 2","Lake Hodges Pumped Storage-Unit2",138140,1,20,86,3.3,-1,44641,1,44641,-2.3,5,NA
"LAMONT_1_SOLAR1","Regulus Solar",115494,6,60,56,0.0666666666666667,0,0,0,0,5.6,1,0
"LAMONT_1_SOLAR1","Regulus Solar",133547,6,60,56,0.0666666666666667,0,0,0,0,5.6,2,NA
"LAMONT_1_SOLAR1","Regulus Solar",997249,6,60,50.5,0.158333333333333,0,100,0,100,5.05,3,NA
"LAMONT_1_SOLAR1","Regulus Solar",180457,6,60,40,0.333333333333333,0,0,0,0,4,4,NA
"LAMONT_1_SOLAR1","Regulus Solar",922006,6,60,40,0.333333333333333,0,0,0,0,4,5,NA
"LAMONT_1_SOLAR2","Redwood Solar Farm 4",159086,4,20,20,0,-0.75,420.5,0.75,420.5,4,1,0.25
"LAMONT_1_SOLAR2","Redwood Solar Farm 4",181841,3,20,20,0,0,312,0,312,3,2,NA
"LAMONT_1_SOLAR2","Redwood Solar Farm 4",975528,4,20,26,0.3,0,571.5,0,571.5,2.8,3,NA
"LAMONT_1_SOLAR2","Redwood Solar Farm 4",603185,3,20,17,0.15,0,292,0,292,2.55,4,NA
"LAMONT_1_SOLAR2","Redwood Solar Farm 4",261146,3,20,13.6,0.32,0,312,0,312,2.04,5,NA
"LAMONT_1_SOLAR3","Woodmere Solar Farm",217748,2,14.99,19.12,0.275517011340894,-1,263,1,263,1.44896597731821,1,0.0810313075506445
"LAMONT_1_SOLAR3","Woodmere Solar Farm",102291,2,14.99,20,0.33422281521014,-1,263,1,263,1.33155436957972,2,NA
"LAMONT_1_SOLAR3","Woodmere Solar Farm",159086,2,14.99,20,0.33422281521014,-1,293,1,293,1.33155436957972,3,NA
"LAMONT_1_SOLAR3","Woodmere Solar Farm",916581,2,14.99,20,0.33422281521014,-1,263,1,263,1.33155436957972,4,NA
"LAMONT_1_SOLAR3","Woodmere Solar Farm",261146,1,14.99,13.6,0.0927284856571048,-1,226,1,226,0.907271514342895,5,NA
"LAMONT_1_SOLAR4","Hayworth Solar Farm",591854,4,26.66,26.65,0.000375093773443419,0.75,304.25,1.75,304.25,3.99849962490623,1,0.0941838649155721
"LAMONT_1_SOLAR4","Hayworth Solar Farm",654478,4,26.66,29.18,0.0945236309077269,0.75,334.25,1.75,334.25,3.62190547636909,2,NA
"LAMONT_1_SOLAR4","Hayworth Solar Farm",620521,4,26.66,30,0.125281320330083,0.75,334.25,1.75,334.25,3.49887471867967,3,NA
"LAMONT_1_SOLAR4","Hayworth Solar Farm",102291,4,26.66,20,0.249812453113278,0.75,334.25,1.75,334.25,3.00075018754689,4,NA
"LAMONT_1_SOLAR4","Hayworth Solar Farm",916581,4,26.66,20,0.249812453113278,0.75,319.25,1.75,319.25,3.00075018754689,5,NA
"LAMONT_1_SOLAR5","Redcrest Solar Farm",217748,3,16.66,19.12,0.14765906362545,-0.666666666666667,115.333333333333,0.666666666666667,115.333333333333,2.55702280912365,1,0.0619718309859153
"LAMONT_1_SOLAR5","Redcrest Solar Farm",102291,3,16.66,20,0.200480192076831,-0.666666666666667,115.333333333333,0.666666666666667,115.333333333333,2.39855942376951,2,NA
"LAMONT_1_SOLAR5","Redcrest Solar Farm",916581,3,16.66,20,0.200480192076831,-0.666666666666667,115.333333333333,0.666666666666667,115.333333333333,2.39855942376951,3,NA
"LAMONT_1_SOLAR5","Redcrest Solar Farm",603185,2,16.66,17,0.0204081632653061,-0.5,142.5,0.5,142.5,1.95918367346939,4,NA
"LAMONT_1_SOLAR5","Redcrest Solar Farm",940797,3,16.66,10,0.399759903961585,-0.333333333333333,60.3333333333333,0.333333333333333,60.3333333333333,1.80072028811525,5,NA
"LAPLMA_2_UNIT 1","La Paloma Generating Plant Unit #1",173114,2,267,224,0.161048689138577,1,68460,1,68460,1.67790262172285,1,0.151785714285714
"LAPLMA_2_UNIT 1","La Paloma Generating Plant Unit #1",977347,2,267,190,0.288389513108614,1,2220,1,2220,1.42322097378277,2,NA
"LAPLMA_2_UNIT 1","La Paloma Generating Plant Unit #1",716763,1,267,268,0.00374531835205993,1,32340,1,32340,0.99625468164794,3,NA
"LAPLMA_2_UNIT 1","La Paloma Generating Plant Unit #1",473916,1,267,290,0.0861423220973783,1,48831,1,48831,0.913857677902622,4,NA
"LAPLMA_2_UNIT 1","La Paloma Generating Plant Unit #1",482638,1,267,242,0.0936329588014981,1,300,1,300,0.906367041198502,5,NA
"LAPLMA_2_UNIT 2","La Paloma Generating Plant Unit #2",482638,3,266,242,0.0902255639097744,1,1820,1,1820,2.72932330827068,1,0.0909090909090908
"LAPLMA_2_UNIT 2","La Paloma Generating Plant Unit #2",259929,3,266,220,0.172932330827068,0.666666666666667,360,0.666666666666667,360,2.4812030075188,2,NA
"LAPLMA_2_UNIT 2","La Paloma Generating Plant Unit #2",129058,6,266,422,0.586466165413534,1,439.166666666667,1,439.166666666667,2.4812030075188,3,NA
"LAPLMA_2_UNIT 2","La Paloma Generating Plant Unit #2",710016,6,266,105.5,0.603383458646617,1,439.166666666667,1,439.166666666667,2.3796992481203,4,NA
"LAPLMA_2_UNIT 2","La Paloma Generating Plant Unit #2",580449,3,266,200,0.24812030075188,1,958.333333333333,1,958.333333333333,2.25563909774436,5,NA
"LAPLMA_2_UNIT 3","La Paloma Generating Plant Unit #3",129058,3,266,422,0.586466165413534,1,360,1,360,1.2406015037594,1,0.0409090909090909
"LAPLMA_2_UNIT 3","La Paloma Generating Plant Unit #3",710016,3,266,105.5,0.603383458646617,1,360,1,360,1.18984962406015,2,NA
"LAPLMA_2_UNIT 3","La Paloma Generating Plant Unit #3",457048,2,266,127.01,0.522518796992481,1,60,1,60,0.954962406015037,3,NA
"LAPLMA_2_UNIT 3","La Paloma Generating Plant Unit #3",132494,1,266,242,0.0902255639097744,1,120,1,120,0.909774436090226,4,NA
"LAPLMA_2_UNIT 3","La Paloma Generating Plant Unit #3",364853,1,266,242,0.0902255639097744,1,900,1,900,0.909774436090226,5,NA
"LAPLMA_2_UNIT 4","LA PALOMA GENERATING PLANT, UNIT #4",482638,8,267,242,0.0936329588014981,1,592.5,1,592.5,7.25093632958801,1,0.25
"LAPLMA_2_UNIT 4","LA PALOMA GENERATING PLANT, UNIT #4",524669,6,267,242,0.0936329588014981,1,550,1,550,5.43820224719101,2,NA
"LAPLMA_2_UNIT 4","LA PALOMA GENERATING PLANT, UNIT #4",580449,7,267,200,0.250936329588015,1,711.428571428571,1,711.428571428571,5.2434456928839,3,NA
"LAPLMA_2_UNIT 4","LA PALOMA GENERATING PLANT, UNIT #4",530607,4,267,242,0.0936329588014981,1,420,1,420,3.62546816479401,4,NA
"LAPLMA_2_UNIT 4","LA PALOMA GENERATING PLANT, UNIT #4",129058,8,267,422,0.580524344569288,1,345,1,345,3.35580524344569,5,NA
"LARKSP_6_UNIT 1","LARKSPUR PEAKER UNIT 1",194982,2,49,35,0.285714285714286,0,390,0,390,1.42857142857143,1,0.314285714285714
